                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                 1.1125,                 1.2865,                  1.481,                0.69648,                0.55769,                0.76769,                0.43543,                  1.481,                 1.2774,                 2.1555,               0.004918,               0.004918,               0.004918
                    156,                 1.2029,                 1.3362,                 1.5407,                0.66972,                0.92308,                0.82967,                0.44455,                 1.6463,                 1.1149,                 2.2482,               0.004885,               0.004885,               0.004885
                    157,                 1.1816,                 1.3777,                 1.5267,                0.63876,                0.96569,                0.83679,                0.49018,                 1.4979,                  1.141,                 2.1205,               0.004852,               0.004852,               0.004852
                    158,                 1.1638,                 1.3321,                 1.4931,                0.67144,                0.90601,                0.85439,                0.53774,                 1.3815,                 1.0329,                 2.0484,               0.004819,               0.004819,               0.004819
                    159,                 1.1463,                  1.287,                 1.4837,                0.87397,                0.71154,                0.81861,                 0.5175,                 1.4107,                 1.1093,                 2.0738,               0.004786,               0.004786,               0.004786
                    160,                 1.2205,                 1.3626,                 1.5687,                0.58907,                0.92308,                0.82218,                0.49423,                 1.4975,                 1.2824,                 2.1528,               0.004753,               0.004753,               0.004753
                    161,                  1.235,                 1.2861,                 1.5559,                0.70246,                      1,                0.90085,                0.52287,                 1.4857,                 1.0458,                 2.1045,                0.00472,                0.00472,                0.00472
                    162,                 1.1907,                 1.3515,                 1.5259,                0.74515,                0.90323,                0.87324,                0.53175,                 1.4017,                 1.1318,                 2.0269,               0.004687,               0.004687,               0.004687
                    163,                 1.2084,                 1.3207,                 1.5448,                0.70039,                0.94994,                0.85357,                0.51974,                 1.3013,                 1.1264,                 1.9416,               0.004654,               0.004654,               0.004654
                    164,                 1.1936,                 1.2482,                  1.527,                 0.6117,                0.96154,                0.81402,                0.47735,                 1.5377,                  1.216,                  2.172,               0.004621,               0.004621,               0.004621
                    165,                 1.1787,                 1.2948,                 1.5683,                0.82677,                0.95023,                0.91167,                0.57614,                 1.4178,                 0.9064,                 2.0646,               0.004588,               0.004588,               0.004588
                    166,                 1.1572,                 1.2588,                 1.5091,                0.66075,                0.71154,                0.89314,                0.51263,                 1.4271,                 1.0759,                 2.0618,               0.004555,               0.004555,               0.004555
                    167,                 1.2475,                  1.351,                 1.6011,                0.96641,                 0.7609,                0.98105,                  0.631,                  1.393,                0.95455,                 1.9967,               0.004522,               0.004522,               0.004522
                    168,                 1.1053,                 1.2248,                 1.4712,                0.97149,                0.93045,                0.98528,                0.58339,                 1.3487,                0.93136,                 1.9876,               0.004489,               0.004489,               0.004489
                    169,                 1.2416,                 1.3306,                 1.5669,                0.81034,                0.92308,                0.90392,                0.59746,                 1.3515,                0.97666,                  1.973,               0.004456,               0.004456,               0.004456
                    170,                  1.147,                 1.2966,                 1.4903,                0.72059,                0.92123,                0.98536,                0.53182,                 1.6097,                  1.117,                 2.2225,               0.004423,               0.004423,               0.004423
                    171,                 1.1214,                 1.1689,                 1.4463,                0.80668,                0.65619,                0.80868,                0.53495,                  1.447,                   1.05,                 2.0681,                0.00439,                0.00439,                0.00439
                    172,                 1.2877,                 1.3216,                 1.6329,                0.73234,                0.74902,                0.85929,                0.53051,                 1.4872,                 1.0789,                  2.115,               0.004357,               0.004357,               0.004357
                    173,                 1.1281,                 1.1813,                 1.4443,                      1,                0.92794,                  0.995,                0.57456,                 1.5172,                0.88397,                 2.1214,               0.004324,               0.004324,               0.004324
                    174,                 1.1262,                 1.2578,                 1.5051,                0.77272,                 0.5699,                0.80056,                0.45106,                 1.4276,                 1.3017,                 2.0815,               0.004291,               0.004291,               0.004291
                    175,                 1.1436,                 1.2215,                 1.4588,                0.73281,                0.99243,                   0.87,                0.53454,                 1.4669,                0.97658,                 2.1456,               0.004258,               0.004258,               0.004258
                    176,                 1.1147,                 1.2715,                 1.4744,                0.67375,                0.63586,                0.79232,                0.48194,                 1.3627,                 1.2857,                 2.0281,               0.004225,               0.004225,               0.004225
                    177,                 1.1935,                 1.2631,                 1.5535,                0.69663,                0.68395,                0.82264,                0.50852,                 1.4018,                 1.1121,                 2.1323,               0.004192,               0.004192,               0.004192
                    178,                 1.1028,                 1.2321,                 1.4587,                0.77593,                0.94779,                0.90392,                0.51949,                 1.5483,                0.98622,                 2.1691,               0.004159,               0.004159,               0.004159
                    179,                 1.1951,                 1.3266,                 1.5081,                 0.8204,                0.96154,                0.90917,                 0.5488,                 1.4679,                0.90362,                  2.068,               0.004126,               0.004126,               0.004126
                    180,                 1.1901,                 1.2588,                 1.5552,                0.76035,                  0.952,                0.91167,                0.59102,                 1.4748,                0.88044,                  2.068,               0.004093,               0.004093,               0.004093
                    181,                 1.1063,                 1.1271,                 1.4506,                0.72922,                0.95667,                   0.87,                0.54858,                 1.4663,                0.90476,                  2.099,                0.00406,                0.00406,                0.00406
                    182,                 1.1375,                 1.2698,                  1.509,                      1,                0.96619,                  0.995,                0.60883,                 1.3885,                0.88569,                 2.0763,               0.004027,               0.004027,               0.004027
                    183,                 1.0557,                 1.1266,                 1.4204,                 0.8088,                0.97079,                0.91167,                0.58101,                   1.43,                0.93307,                  2.103,               0.003994,               0.003994,               0.003994
                    184,                 1.1324,                 1.2771,                 1.4401,                0.75593,                   0.75,                0.82833,                0.50072,                 1.3735,                0.92655,                 2.0672,               0.003961,               0.003961,               0.003961
                    185,                 1.0704,                 1.2109,                 1.4416,                0.87619,                0.61412,                0.80371,                0.51633,                 1.4066,                 1.0744,                 2.0146,               0.003928,               0.003928,               0.003928
                    186,                 1.0409,                 1.1053,                 1.3919,                0.81018,                0.93287,                0.90343,                0.55061,                 1.4584,                 0.9333,                 2.0565,               0.003895,               0.003895,               0.003895
                    187,                 1.0802,                 1.2269,                 1.4712,                0.81551,                 0.8741,                  0.907,                0.53198,                 1.3708,                 1.0241,                 1.9736,               0.003862,               0.003862,               0.003862
                    188,                 1.0699,                  1.225,                 1.4553,                0.73901,                0.88462,                0.90345,                0.52532,                 1.4331,                 1.0131,                 1.9951,               0.003829,               0.003829,               0.003829
                    189,                 1.0734,                 1.1309,                 1.4007,                0.95172,                0.90748,                0.97543,                0.68244,                 1.2441,                 1.0473,                 1.8204,               0.003796,               0.003796,               0.003796
                    190,                 1.0963,                 1.1357,                 1.4475,                0.65967,                 0.9602,                0.84984,                  0.602,                 1.2316,                 1.0541,                 1.7978,               0.003763,               0.003763,               0.003763
                    191,                 1.0987,                 1.1416,                 1.4342,                0.79527,                0.97809,                0.90631,                0.62785,                 1.2329,                0.89587,                   1.84,                0.00373,                0.00373,                0.00373
                    192,                0.99724,                 1.1242,                 1.3774,                0.82389,                0.94886,                0.91167,                0.59395,                 1.3531,                0.93078,                 1.9424,               0.003697,               0.003697,               0.003697
                    193,                 1.0687,                  1.155,                   1.42,                0.82097,                0.90943,                0.91167,                0.60622,                 1.2396,                0.93447,                 1.8461,               0.003664,               0.003664,               0.003664
                    194,                 1.0589,                  1.183,                 1.4652,                0.85702,                0.63919,                0.82833,                 0.5454,                 1.3203,                   1.02,                 1.9215,               0.003631,               0.003631,               0.003631
                    195,                 1.0659,                 1.2781,                 1.4201,                0.71868,                0.63344,                0.81643,                 0.5303,                  1.496,                 1.0875,                 2.0975,               0.003598,               0.003598,               0.003598
                    196,                  1.088,                 1.2374,                 1.4796,                0.73478,                0.95112,                   0.87,                0.56216,                 1.3987,                 0.9923,                 1.9799,               0.003565,               0.003565,               0.003565
                    197,                 1.0155,                 1.0707,                 1.4105,                0.96533,                0.83871,                0.98418,                0.61917,                 1.3212,                0.81715,                  1.923,               0.003532,               0.003532,               0.003532
                    198,                 1.0979,                 1.2811,                 1.4978,                      1,                 0.8202,                  0.995,                0.57095,                 1.4812,                0.94652,                 2.1395,               0.003499,               0.003499,               0.003499
                    199,                 1.0403,                 1.0971,                 1.4069,                0.98394,                 0.9403,                  0.995,                0.56465,                 1.4983,                0.82022,                  2.055,               0.003466,               0.003466,               0.003466
                    200,                 1.0926,                 1.1497,                 1.5235,                      1,                0.90228,                 0.9925,                0.60227,                 1.4761,                 0.9557,                 2.0471,               0.003433,               0.003433,               0.003433
                    201,                 1.0788,                  1.107,                 1.4875,                0.63427,                0.91809,                0.82583,                0.50341,                 1.3969,                  1.207,                 2.0314,                 0.0034,                 0.0034,                 0.0034
                    202,                 1.0592,                 1.1303,                  1.435,                0.73011,                0.59864,                0.81643,                0.49627,                  1.441,                 1.2682,                  2.086,               0.003367,               0.003367,               0.003367
                    203,                    1.1,                 1.1429,                 1.4538,                0.99249,                0.84334,                0.98149,                 0.5806,                 1.4315,                 1.0417,                 2.0461,               0.003334,               0.003334,               0.003334
                    204,                 1.0276,                  1.117,                 1.3826,                0.97019,                0.83034,                  0.995,                0.59066,                 1.4517,                0.92323,                 2.0665,               0.003301,               0.003301,               0.003301
                    205,                 1.0376,                 1.0516,                 1.3909,                0.92875,                0.94377,                0.99033,                0.64942,                 1.4104,                 0.8749,                 2.0215,               0.003268,               0.003268,               0.003268
                    206,                  1.095,                 1.1549,                 1.4438,                      1,                0.88582,                0.98964,                0.59127,                 1.4507,                0.95422,                 2.0734,               0.003235,               0.003235,               0.003235
                    207,                 1.0121,                 1.1036,                 1.3976,                0.97368,                0.77288,                0.98418,                0.59947,                 1.4487,                 1.0787,                 2.0476,               0.003202,               0.003202,               0.003202
                    208,                 1.0021,                 1.0495,                 1.3725,                0.77493,                0.96154,                0.90343,                0.59172,                 1.4231,                0.97171,                 2.0217,               0.003169,               0.003169,               0.003169
                    209,                 1.0227,                 1.1362,                 1.4092,                0.81487,                0.91943,                 0.9051,                0.56522,                 1.3963,                 1.0824,                 2.0142,               0.003136,               0.003136,               0.003136
                    210,                 1.0799,                 1.1683,                 1.4156,                 0.7723,                0.85326,                0.89314,                0.54613,                 1.3718,                 1.1651,                 1.9492,               0.003103,               0.003103,               0.003103
                    211,                 1.0283,                 1.0471,                 1.3927,                0.90515,                0.59838,                  0.815,                0.51865,                  1.337,                 1.1008,                 1.9332,                0.00307,                0.00307,                0.00307
                    212,                 1.0743,                 1.0717,                 1.4324,                 0.8136,                0.62288,                0.78333,                0.45562,                 1.4338,                 1.2112,                 2.0537,               0.003037,               0.003037,               0.003037
                    213,                 1.0678,                 1.1031,                 1.3927,                0.95325,                 0.8705,                0.98149,                0.59751,                 1.3423,                 0.9305,                 1.9857,               0.003004,               0.003004,               0.003004
                    214,                 1.0895,                 1.0546,                  1.406,                0.98621,                 0.9454,                0.99033,                0.61995,                  1.183,                0.79119,                 1.8265,               0.002971,               0.002971,               0.002971
                    215,                 1.0233,                 1.0696,                 1.3854,                0.76674,                0.87415,                0.90917,                0.57873,                 1.3397,                0.98872,                 1.9696,               0.002938,               0.002938,               0.002938
                    216,                 1.0337,                 1.1033,                 1.3724,                0.76647,                  0.956,                0.89524,                0.55641,                 1.3855,                0.98624,                 2.0152,               0.002905,               0.002905,               0.002905
                    217,                 1.0355,                 1.1391,                 1.4812,                0.93396,                0.91916,                0.98429,                0.60057,                 1.3059,                0.85744,                 1.9275,               0.002872,               0.002872,               0.002872
                    218,                0.98796,                 1.0236,                 1.3658,                  0.946,                0.94511,                0.98964,                0.62859,                 1.2799,                0.79794,                 1.8884,               0.002839,               0.002839,               0.002839
                    219,                0.98651,                 1.0262,                 1.3647,                0.63501,                0.83324,                0.85929,                0.51956,                 1.3688,                0.98452,                 1.9652,               0.002806,               0.002806,               0.002806
                    220,                0.98909,                  1.003,                 1.3637,                0.78102,                0.86272,                 0.8981,                0.54986,                 1.3872,                0.88575,                 1.9589,               0.002773,               0.002773,               0.002773
                    221,                 1.0152,                 1.0751,                 1.3603,                 0.7137,                0.88462,                0.84752,                0.49571,                  1.401,                 1.0853,                  1.989,                0.00274,                0.00274,                0.00274
                    222,                0.96838,                0.99119,                 1.3586,                 0.9946,                0.82657,                  0.995,                0.61013,                 1.2747,                0.89615,                 1.8702,               0.002707,               0.002707,               0.002707
                    223,                0.99013,                 1.0275,                 1.3652,                0.96183,                0.84744,                0.98964,                0.62108,                 1.3219,                 0.8683,                 1.9107,               0.002674,               0.002674,               0.002674
                    224,                0.97336,                0.99215,                 1.3648,                0.68058,                0.88462,                0.86179,                0.55672,                 1.3078,                 1.0962,                 1.8508,               0.002641,               0.002641,               0.002641
                    225,                0.95836,                 1.0281,                 1.3355,                      1,                0.81201,                  0.995,                0.62574,                 1.3796,                 1.0053,                  1.988,               0.002608,               0.002608,               0.002608
                    226,                 1.0378,                 1.1796,                 1.3583,                 0.9906,                0.81364,                0.98167,                0.59997,                 1.3833,                 1.0912,                 2.0144,               0.002575,               0.002575,               0.002575
                    227,                 1.0413,                 1.0469,                 1.3709,                      1,                0.76946,                  0.995,                0.64469,                 1.3376,                0.87827,                 1.9583,               0.002542,               0.002542,               0.002542
                    228,                0.96917,                 1.0323,                 1.3484,                 0.9202,                0.56127,                0.82833,                0.51513,                 1.2976,                 1.0093,                 1.9114,               0.002509,               0.002509,               0.002509
                    229,                0.98883,                 1.0136,                 1.3579,                0.65955,                0.92308,                0.86226,                0.53422,                 1.3772,                 1.0154,                 1.9669,               0.002476,               0.002476,               0.002476
                    230,                0.98524,                 1.0621,                 1.3919,                      1,                0.84037,                  0.995,                0.60981,                 1.3888,                0.93026,                   1.98,               0.002443,               0.002443,               0.002443
                    231,                0.96468,                0.98036,                  1.335,                0.98476,                 0.8732,                  0.995,                0.65786,                 1.3591,                0.79102,                  1.985,                0.00241,                0.00241,                0.00241
                    232,                 1.0049,                  1.118,                 1.3725,                      1,                0.88645,                  0.995,                0.60319,                 1.3512,                0.78293,                 1.9876,               0.002377,               0.002377,               0.002377
                    233,                0.95269,                0.98913,                 1.3395,                      1,                0.75035,                  0.995,                 0.6165,                 1.2899,                0.92618,                 1.9528,               0.002344,               0.002344,               0.002344
                    234,                0.98655,                0.97041,                  1.406,                0.82071,                0.81925,                0.91167,                0.56228,                 1.3686,                0.98356,                 2.0364,               0.002311,               0.002311,               0.002311
                    235,                0.97749,                 1.1107,                 1.3767,                0.82608,                0.89587,                  0.907,                0.50016,                 1.4571,                 1.1168,                 2.0645,               0.002278,               0.002278,               0.002278
                    236,                 1.0109,                0.98423,                 1.3748,                0.78929,                0.95231,                0.91167,                0.56436,                 1.3317,                0.92146,                 1.9188,               0.002245,               0.002245,               0.002245
                    237,                0.96508,                 1.0779,                 1.3942,                0.95525,                0.87893,                0.98679,                0.62016,                 1.2535,                0.91029,                  1.866,               0.002212,               0.002212,               0.002212
                    238,                 1.0057,                 1.0651,                 1.3731,                      1,                0.91588,                 0.9925,                0.67999,                 1.3435,                0.85452,                 1.9843,               0.002179,               0.002179,               0.002179
                    239,                0.91267,                0.90501,                 1.3121,                0.97124,                0.93056,                  0.995,                0.63487,                 1.3717,                0.69938,                 1.9455,               0.002146,               0.002146,               0.002146
                    240,                0.95082,                0.91208,                 1.3342,                      1,                0.97829,                  0.995,                0.61388,                 1.3756,                0.75584,                 1.9593,               0.002113,               0.002113,               0.002113
                    241,                0.90732,                    inf,                 1.2834,                0.71695,                 0.9551,                   0.87,                0.50846,                 1.4369,                0.88604,                 2.0311,                0.00208,                0.00208,                0.00208
                    242,                0.97775,                0.91859,                 1.3341,                0.61092,                      1,                0.82833,                0.50768,                 1.4421,                0.96904,                 2.0811,               0.002047,               0.002047,               0.002047
                    243,                0.94095,                 1.0166,                 1.3401,                0.69406,                0.88462,                0.86179,                 0.5489,                 1.3316,                0.89882,                 1.9157,               0.002014,               0.002014,               0.002014
                    244,                0.96082,                0.94823,                 1.3457,                0.81353,                0.87283,                0.90631,                0.54033,                 1.3547,                0.91028,                 1.9237,               0.001981,               0.001981,               0.001981
                    245,                0.96894,                 1.0342,                 1.3558,                0.74254,                0.91677,                   0.87,                0.57061,                 1.3493,                0.89581,                 1.9769,               0.001948,               0.001948,               0.001948
                    246,                0.97321,                 1.0409,                 1.3582,                      1,                0.93593,                  0.995,                0.60874,                 1.3046,                0.75565,                 1.9313,               0.001915,               0.001915,               0.001915
                    247,                0.93368,                 1.0029,                 1.3372,                0.89185,                0.91446,                  0.995,                0.59362,                 1.3804,                0.74178,                 1.9907,               0.001882,               0.001882,               0.001882
                    248,                0.88353,                0.86578,                  1.282,                0.91222,                0.94438,                 0.9925,                0.61719,                 1.3844,                0.72162,                 2.0114,               0.001849,               0.001849,               0.001849
                    249,                0.91379,                0.96438,                 1.3143,                0.90318,                0.89241,                  0.995,                0.60171,                 1.3825,                0.75692,                 2.0224,               0.001816,               0.001816,               0.001816
                    250,                0.85556,                0.89835,                 1.2703,                0.97168,                0.77621,                0.98726,                0.57459,                 1.4393,                0.91463,                 2.0636,               0.001783,               0.001783,               0.001783
                    251,                0.95479,                 1.0278,                 1.3292,                0.94902,                0.88512,                  0.995,                0.57382,                 1.4551,                0.85353,                 2.0654,                0.00175,                0.00175,                0.00175
                    252,                0.93989,                0.90358,                 1.3374,                      1,                0.88885,                 0.9925,                0.60235,                 1.3905,                0.86289,                 2.0217,               0.001717,               0.001717,               0.001717
                    253,                0.91368,                0.95879,                 1.3208,                 0.9796,                0.90383,                 0.9925,                0.58206,                 1.4405,                0.89625,                  2.072,               0.001684,               0.001684,               0.001684
                    254,                0.89844,                 0.8948,                 1.2789,                0.99178,                0.93103,                0.99033,                0.58465,                 1.4766,                 0.9473,                 2.0906,               0.001651,               0.001651,               0.001651
                    255,                 1.0074,                0.93928,                 1.4351,                0.81508,                0.92178,                0.91167,                0.57806,                 1.4136,                 0.9941,                 2.0005,               0.001618,               0.001618,               0.001618
                    256,                0.87514,                0.89804,                 1.2854,                      1,                 0.8252,                0.98418,                 0.6429,                 1.3617,                  1.002,                 1.9753,               0.001585,               0.001585,               0.001585
                    257,                0.89955,                0.92751,                  1.322,                0.98904,                0.88132,                  0.995,                0.61696,                 1.3263,                0.85343,                 1.9176,               0.001552,               0.001552,               0.001552
                    258,                 0.9108,                0.96868,                  1.321,                0.95798,                0.91392,                0.98429,                 0.5745,                 1.2969,                0.82598,                  1.875,               0.001519,               0.001519,               0.001519
                    259,                0.91024,                0.92492,                 1.2967,                0.63429,                      1,                0.83143,                0.54695,                 1.2629,                0.82544,                 1.8706,               0.001486,               0.001486,               0.001486
                    260,                0.91459,                 1.0481,                 1.3657,                 0.7806,                0.95527,                0.89815,                0.59673,                 1.3058,                0.80623,                 1.8999,               0.001453,               0.001453,               0.001453
                    261,                0.91519,                0.93031,                 1.3204,                0.97589,                0.88129,                  0.995,                0.65191,                 1.2907,                 0.7458,                 1.9234,                0.00142,                0.00142,                0.00142
                    262,                0.87479,                0.87607,                 1.2668,                      1,                0.90624,                  0.995,                0.68811,                 1.3398,                0.81131,                 1.9943,               0.001387,               0.001387,               0.001387
                    263,                0.89609,                0.91164,                 1.3084,                0.95865,                0.92057,                0.98418,                0.68647,                 1.3255,                0.87651,                 1.9401,               0.001354,               0.001354,               0.001354
                    264,                  0.919,                0.95419,                 1.3091,                0.75378,                 0.9865,                0.90345,                0.57669,                 1.3645,                0.85637,                 2.0216,               0.001321,               0.001321,               0.001321
                    265,                 0.8696,                0.86262,                 1.2828,                      1,                0.96535,                  0.995,                0.67459,                 1.3163,                0.88568,                  1.956,               0.001288,               0.001288,               0.001288
                    266,                0.93442,                 1.0587,                 1.3453,                0.94665,                0.95333,                0.98676,                0.64309,                  1.338,                0.85782,                 1.9656,               0.001255,               0.001255,               0.001255
                    267,                 0.8768,                 1.0597,                 1.2718,                0.96066,                0.95489,                0.98726,                0.65292,                 1.3025,                 0.8318,                 1.9182,               0.001222,               0.001222,               0.001222
                    268,                0.82791,                0.83798,                 1.2455,                      1,                0.92049,                  0.995,                0.65858,                 1.2829,                0.82584,                 1.8875,               0.001189,               0.001189,               0.001189
                    269,                0.90771,                0.91784,                 1.3145,                0.82893,                 0.9497,                0.91167,                0.59193,                 1.2657,                 0.8795,                  1.883,               0.001156,               0.001156,               0.001156
                    270,                0.90631,                 0.8954,                  1.335,                      1,                0.96689,                  0.995,                0.68242,                  1.276,                0.79785,                 1.9016,               0.001123,               0.001123,               0.001123
                    271,                0.91718,                0.96453,                 1.3249,                0.96316,                0.97248,                0.98679,                  0.651,                 1.2702,                 0.8071,                 1.9153,                0.00109,                0.00109,                0.00109
                    272,                0.85893,                0.85802,                 1.2925,                 0.9843,                0.94825,                 0.9925,                0.64752,                 1.2839,                0.88397,                 1.9365,               0.001057,               0.001057,               0.001057
                    273,                0.83375,                0.84833,                 1.2471,                0.97753,                 0.9452,                0.99033,                 0.6524,                 1.3813,                0.85241,                 2.0092,               0.001024,               0.001024,               0.001024
                    274,                0.87629,                0.85222,                 1.2905,                0.99197,                0.93393,                0.98844,                0.65241,                 1.3915,                 0.8867,                 1.9903,               0.000991,               0.000991,               0.000991
                    275,                0.92641,                0.95086,                 1.3814,                 0.9606,                0.94383,                0.98726,                0.68018,                 1.3473,                0.90239,                  1.967,               0.000958,               0.000958,               0.000958
                    276,                0.87796,                0.86527,                 1.2994,                0.96079,                0.94197,                0.98964,                 0.6916,                 1.3226,                0.90613,                 1.9492,               0.000925,               0.000925,               0.000925
                    277,                 0.8788,                0.88022,                 1.2772,                      1,                0.95859,                  0.995,                0.67063,                 1.3378,                0.82962,                 1.9705,               0.000892,               0.000892,               0.000892
                    278,                0.82397,                0.82196,                 1.2378,                0.99267,                0.94904,                 0.9925,                0.68328,                 1.3487,                0.79643,                 1.9679,               0.000859,               0.000859,               0.000859
                    279,                0.85408,                0.86409,                 1.2673,                      1,                0.94012,                 0.9925,                0.66653,                 1.3111,                0.81286,                 1.9458,               0.000826,               0.000826,               0.000826
                    280,                0.92467,                0.90146,                 1.3105,                0.99902,                0.94352,                 0.9925,                0.66953,                 1.3284,                0.84411,                 1.9772,               0.000793,               0.000793,               0.000793
                    281,                0.87008,                0.90871,                 1.2977,                0.99181,                0.93509,                  0.995,                0.65475,                 1.3895,                0.80975,                 2.0459,                0.00076,                0.00076,                0.00076
                    282,                0.83465,                0.85351,                 1.2669,                0.99194,                0.95645,                  0.995,                0.60595,                 1.3972,                0.77969,                 2.0335,               0.000727,               0.000727,               0.000727
                    283,                0.85513,                0.98487,                 1.2907,                      1,                0.95541,                  0.995,                0.57976,                 1.4071,                  0.778,                 2.0858,               0.000694,               0.000694,               0.000694
                    284,                0.90191,                0.93984,                 1.2946,                0.71459,                0.99575,                   0.87,                0.54028,                 1.4031,                0.82452,                 2.1114,               0.000661,               0.000661,               0.000661
                    285,                0.89895,                   0.94,                 1.3131,                0.87236,                0.67585,                  0.845,                0.53014,                 1.3434,                 0.8986,                 2.0333,               0.000628,               0.000628,               0.000628
                    286,                0.86651,                0.88383,                 1.3097,                0.88353,                0.67782,                0.81643,                0.52963,                 1.3198,                0.87414,                 1.9856,               0.000595,               0.000595,               0.000595
                    287,                0.86047,                0.85457,                 1.2763,                0.88486,                0.67585,                0.81643,                 0.5421,                 1.3102,                0.89181,                 1.9691,               0.000562,               0.000562,               0.000562
                    288,                0.82781,                0.84957,                 1.2628,                0.88516,                0.67481,                0.82833,                0.54449,                 1.3174,                0.89561,                 1.9612,               0.000529,               0.000529,               0.000529
                    289,                0.84404,                0.83202,                 1.2507,                0.89133,                0.67758,                0.82833,                0.55346,                 1.3442,                0.84242,                 1.9863,               0.000496,               0.000496,               0.000496
                    290,                0.71445,                0.66361,                 1.2733,                0.89887,                0.67832,                   0.87,                 0.5877,                 1.3482,                 0.8463,                 1.9449,               0.000463,               0.000463,               0.000463
                    291,                 0.7199,                0.80157,                 1.3132,                0.72215,                      1,                   0.87,                 0.5715,                 1.3534,                 0.8647,                 1.9431,                0.00043,                0.00043,                0.00043
                    292,                0.79575,                0.61986,                  1.525,                0.74848,                 0.9937,                   0.87,                0.58411,                 1.3334,                0.84164,                 1.9546,               0.000397,               0.000397,               0.000397
                    293,                0.67784,                 0.5985,                  1.249,                0.82855,                0.71535,                  0.845,                0.58057,                 1.3177,                0.87474,                 1.9756,               0.000364,               0.000364,               0.000364
                    294,                0.70635,                0.60761,                 1.2572,                 0.8252,                0.71454,                  0.845,                0.57879,                  1.296,                  0.852,                 1.9603,               0.000331,               0.000331,               0.000331
                    295,                0.61599,                0.53798,                 1.1854,                0.79356,                0.96154,                0.90917,                0.63597,                 1.2798,                0.84866,                  1.926,               0.000298,               0.000298,               0.000298
                    296,                0.68397,                0.61115,                 1.2881,                0.75306,                0.96154,                0.90917,                0.62199,                 1.2975,                 0.8327,                 1.9402,               0.000265,               0.000265,               0.000265
                    297,                0.64669,                 0.5565,                 1.2379,                0.97416,                0.94664,                 0.9925,                0.68831,                 1.3228,                0.79283,                 1.9659,               0.000232,               0.000232,               0.000232
                    298,                0.68192,                 0.7951,                 1.2779,                0.97002,                  0.947,                 0.9925,                0.61923,                 1.3218,                0.78067,                 1.9651,               0.000199,               0.000199,               0.000199
